Name	Longitude	Latitude	temp_min	temp_min		Temp min	number of presences		Latitude	number of presences	Mean SSTmin
Fucus serratus	12.324	56.932	-0.318747491	-0.3							
Fucus serratus	-5.922	56.95	6.355809212	6.4							
Fucus serratus	12.336	56.981	-0.313023895	-0.3							
Fucus serratus	16.914	56.989	0.283970386	0.3							
Fucus serratus	-5.637	56.999	6.234657764	6.2							
Fucus serratus	-5.582	57.001	6.220115185	6.2							
Fucus serratus	-6.073	57.07	6.427947044	6.4							
Fucus serratus	9.662	57.072	1.414319038	1.4							
Fucus serratus	-2.092	57.096	4.920865059	4.9							
Fucus serratus	16.674	57.142	-0.170006096	-0.2							
Fucus serratus	-5.736	57.159	6.253386021	6.3							
Fucus serratus	-6.009	57.159	6.368549824	6.4							
Fucus serratus	16.486	57.184	-0.178817406	-0.2							
Fucus serratus	16.567	57.254	-0.05145029	-0.1							
Fucus serratus	16.568	57.257	-0.05145029	-0.1							
Fucus serratus	-6.418	57.257	6.623618126	6.6							
Fucus serratus	-5.844	57.305	6.317749977	6.3							
Fucus serratus	-6.011	57.308	6.376694202	6.4							
Fucus serratus	-5.755	57.309	6.269643784	6.3							
Fucus serratus	11.083	57.314	-0.038182881	0.0							
Fucus serratus	-6.596	57.333	6.681089878	6.7							
Fucus serratus	10.906	57.351	0.048589971	0.0							
Fucus serratus	11.164	57.378	-0.050006099	-0.1							
Fucus serratus	11.889	57.411	-0.310006112	-0.3							
Fucus serratus	10.577	57.422	0.322717309	0.3							
Fucus serratus	-5.844	57.429	6.309994221	6.3							
Fucus serratus	10.571	57.45	0.543035388	0.5							
Fucus serratus	-5.906	57.474	6.4459548	6.4							
Fucus serratus	10.659	57.48	0.345363498	0.3							
Fucus serratus	-6.758	57.496	6.717228889	6.7							
Fucus serratus	-4.35	57.512	4.611200809	4.6							
Fucus serratus	-1.774	57.512	5.062892914	5.1							
Fucus serratus	-6.51	57.537	6.683238029	6.7							
Fucus serratus	-5.749	57.551	6.428800106	6.4							
Fucus serratus	-4.09	57.568	4.600502968	4.6							
Fucus serratus	9.906	57.58	2.31200695	2.3							
Fucus serratus	-6.428	57.597	6.675497055	6.7							
Fucus serratus	-6.187	57.637	6.629824162	6.6							
Fucus serratus	-5.843	57.651	6.519993782	6.5							
Fucus serratus	-3.928	57.66	4.605940819	4.6							
Fucus serratus	-4.005	57.679	4.600039005	4.6							
Fucus serratus	-6.425	57.687	6.7102952	6.7							
Fucus serratus	-2.837	57.697	5.094079971	5.1							
Fucus serratus	-2.93	57.699	5.078682899	5.1							
Fucus serratus	-2.091	57.7	5.189089775	5.2							
Fucus serratus	-6.277	57.701	6.676967144	6.7							
Fucus serratus	-3.426	57.714	4.835773945	4.8							
Fucus serratus	-5.827	57.719	6.576731205	6.6							
Fucus serratus	-3.095	57.723	5.003810883	5.0							
Fucus serratus	-2.504	57.723	5.177969933	5.2							
Fucus serratus	-2.254	57.728	5.197638035	5.2							
Fucus serratus	-3.92	57.756	4.647249222	4.6							
Fucus serratus	-3.258	57.759	4.949975014	4.9							
Fucus serratus	-5.593	57.803	6.536737919	6.5							
Fucus serratus	-3.924	57.84	4.681741238	4.7							
Fucus serratus	-6.705	57.856	6.706160069	6.7							
Fucus serratus	-5.84	57.857	6.590117931	6.6							
Fucus serratus	-6.696	57.857	6.706160069	6.7							
Fucus serratus	-5.179	57.879	6.46359396	6.5							
Fucus serratus	-5.675	57.88	6.56969595	6.6							
Fucus serratus	-3.849	57.886	4.739994049	4.7							
Fucus serratus	-3.91	57.888	4.756062984	4.8							
Fucus serratus	-6.363	57.904	6.72999382	6.7							
Fucus serratus	-5.51	57.915	6.528205872	6.5							
Fucus serratus	7.494	57.962	2.214078903	2.2							
Fucus serratus	7.084	57.977	2.505570889	2.5							
Fucus serratus	7.21	57.981	2.402270079	2.4							
Fucus serratus	7.703	57.991	2.061563015	2.1							
Fucus serratus	-5.322	57.993	6.5089221	6.5							
Fucus serratus	-3.763	58.003	4.863660812	4.9							
Fucus serratus	-3.841	58.004	4.845004082	4.8							
Fucus serratus	7.155	58.04	2.407017946	2.4							
Fucus serratus	6.661	58.058	2.716428995	2.7							
Fucus serratus	8.08	58.075	1.824200034	1.8							
Fucus serratus	8.248	58.077	1.805178046	1.8							
Fucus serratus	-3.685	58.083	5.023130894	5.0							
Fucus serratus	-5.503	58.093	6.5379529	6.5							
Fucus serratus	-3.595	58.095	5.060146809	5.1							
Fucus serratus	-5.358	58.151	6.499993801	6.5							
Fucus serratus	16.829	58.184	0.183751807	0.2							
Fucus serratus	-5.427	58.195	6.551183224	6.6							
Fucus serratus	-6.828	58.205	6.901943207	6.9							
Fucus serratus	-3.438	58.206	5.393290043	5.4							
Fucus serratus	-6.254	58.233	6.730243206	6.7							
Fucus serratus	11.499	58.252	-0.255174398	-0.3							
Fucus serratus	6.331	58.258	2.804567099	2.8							
Fucus serratus	-6.854	58.258	6.901943207	6.9							
Fucus serratus	-6.874	58.26	6.901943207	6.9							
Fucus serratus	11.577	58.261	-0.269446701	-0.3							
Fucus serratus	-5.421	58.29	6.557044029	6.6							
Fucus serratus	-6.736	58.298	6.893002033	6.9							
Fucus serratus	-5.177	58.353	6.509159088	6.5							
Fucus serratus	11.245	58.358	-0.141261205	-0.1							
Fucus serratus	-5.089	58.402	6.47999382	6.5							
Fucus serratus	8.738	58.416	1.30153501	1.3							
Fucus serratus	8.825	58.431	1.241425991	1.2							
Fucus serratus	-3.095	58.457	5.894903183	5.9							
Fucus serratus	-4.435	58.532	6.455574036	6.5							
Fucus serratus	-4.178	58.534	6.423400879	6.4							
Fucus serratus	-3.012	58.596	5.925730228	5.9							
Fucus serratus	-4.737	58.632	6.546035767	6.5							
Fucus serratus	-4.805	58.646	6.519993782	6.5							
Fucus serratus	-3.083	58.647	6.00999403	6.0							
Fucus serratus	-3.348	58.665	6.139994144	6.1							
Fucus serratus	11.167	58.83	-0.002955207	0.0							
Fucus serratus	11.084	59.009	0.029816359	0.0							
Fucus serratus	-2.934	59.136	6.164165974	6.2							
Fucus serratus	10.911	59.189	0.049993891	0.0							
Fucus serratus	-3.008	59.221	6.268581867	6.3							
Fucus serratus	5.66	59.257	2.609268904	2.6							
Fucus serratus	10.593	59.4	-0.820506811	-0.8							
Fucus serratus	10.565	59.716	-1.306099057	-1.3							
Fucus serratus	5.494	59.764	2.930022955	2.9							
Fucus serratus	10.57	59.813	-1.346485019	-1.3							
Fucus serratus	5.574	59.827	2.949203968	2.9							
Fucus serratus	5.664	59.849	2.913696051	2.9							
Fucus serratus	5.249	59.883	3.079751968	3.1							
Fucus serratus	10.748	59.901	-1.43761003	-1.4							
Fucus serratus	5.736	60.073	2.935638905	2.9							
Fucus serratus	5.461	60.166	3.03679204	3.0							
Fucus serratus	5.24	60.269	3.167809963	3.2							
Fucus serratus	5.054	60.385	3.286705017	3.3							
Fucus serratus	-1.262	60.396	6.476910114	6.5							
Fucus serratus	-1.203	60.659	6.766522884	6.8							
Fucus serratus	4.657	61.083	3.390049934	3.4							
Fucus serratus	-6.762	61.42	6.950095177	7.0							
Fucus serratus	-6.847	61.428	6.999993801	7.0							
Fucus serratus	-6.93	61.475	6.97759819	7.0							
Fucus serratus	-6.652	61.492	6.811184883	6.8							
Fucus serratus	-6.673	61.564	6.754014969	6.8							
Fucus serratus	4.917	61.573	3.415808916	3.4							
Fucus serratus	-6.841	61.626	6.649993896	6.6							
Fucus serratus	-6.905	61.634	6.747498035	6.7							
Fucus serratus	4.897	61.787	3.499808073	3.5							
Fucus serratus	6.099	62.471	3.680946112	3.7							
Fucus serratus	6.926	62.901	3.599993944	3.6							
Fucus serratus	7.729	63.13	3.813708067	3.8							
Fucus serratus	9.969	63.403	3.508928061	3.5							
Fucus serratus	10.492	63.454	3.191855907	3.2							
Fucus serratus	9.403	63.674	3.979994059	4.0							
Fucus serratus	36.582	64.72	-1.782039046	-1.8							
Fucus serratus	35.684	64.99	-1.773265958	-1.8							
Fucus serratus	35.892	65.062	-1.776743054	-1.8							
Fucus serratus	33.495	66.324	-1.790752053	-1.8							
Fucus serratus	33.648	66.48	-1.793961048	-1.8							
Fucus serratus	41.323	66.977	-1.831616044	-1.8							
Fucus serratus	14.499	67.273	2.776155949	2.8							
Fucus serratus	36.077	69.117	1.641085982	1.6							
Fucus serratus	36.153	69.149	1.619994044	1.6							
Fucus serratus	19.408	69.344	0.585546672	0.6							
Fucus serratus	18.081	69.631	2.312643051	2.3							
Fucus serratus	17.98	69.646	2.410772085	2.4							
Fucus serratus	18.903	69.654	1.479994059	1.5							
Fucus serratus	29.659	69.718	0.747776687	0.7							
Fucus serratus	30.075	69.729	0.911972225	0.9							
Fucus serratus	30.81	69.822	1.683732033	1.7							
Fucus serratus	18.897	69.824	2.197278976	2.2							
Fucus serratus	18.748	69.884	2.558624983	2.6							
Fucus serratus	18.487	69.889	2.721554041	2.7							
Fucus serratus	29.162	70.066	1.087715983	1.1							
Fucus serratus	31.088	70.398	2.952311039	3.0							
